83,19,86,63,75,11,41,6,95,30,37,66,81,43,44,33,72,50,88,65
64,0,62,63,75,93,52,75,83,26,13,10,48,5,50,27,38,41,55,50
4,44,89,26,82,91,48,51,57,72,53,26,50,1,85,16,97,43,77,56
60,26,3,44,64,50,19,50,66,31,34,2,76,8,22,80,20,74,39,49
54,47,31,90,74,61,43,47,58,54,19,32,59,47,50,60,2,30,59,76
56,34,1,25,15,27,7,83,20,10,69,75,52,63,8,76,28,16,73,20
8,60,78,60,83,66,68,69,17,25,39,78,59,64,65,49,18,86,10,6
9,93,25,49,82,70,53,89,97,8,0,24,19,59,38,85,39,82,69,37
10,52,5,33,49,56,15,99,23,93,91,85,75,46,45,45,41,90,80,89
7,95,4,95,19,60,1,96,84,47,60,90,60,80,81,18,77,43,92,69
8,77,74,65,3,46,70,41,15,47,20,56,48,52,25,77,40,35,18,60
8,95,52,6,43,14,87,51,91,24,19,95,80,71,28,46,19,40,93,81
20,83,97,41,14,60,31,74,13,9,8,21,25,73,48,15,13,20,70,21
51,35,83,64,52,13,76,12,57,21,22,87,95,70,26,94,84,61,21,29
59,41,68,89,52,31,1,19,39,78,1,42,18,53,1,52,46,54,34,51
16,23,80,80,2,63,87,87,3,83,6,67,55,52,27,61,33,85,17,98
45,54,69,65,30,32,49,70,76,39,82,12,26,78,96,24,25,58,21,83
48,25,8,62,45,94,92,32,15,30,50,61,73,90,42,15,16,80,33,76
59,81,25,86,29,41,63,99,7,38,71,69,78,8,4,62,8,92,74,64
4,32,90,46,9,14,28,96,68,48,86,42,46,30,85,55,75,44,42,9
31,22,66,51,74,90,99,22,30,11,97,73,30,39,80,91,4,33,19,67
75,52,42,2,76,39,11,35,44,2,61,79,72,40,67,89,12,47,56,1
8,33,73,89,84,67,37,46,10,78,26,67,1,32,25,62,2,22,98,27
53,58,43,88,56,4,39,10,30,5,1,79,97,95,29,70,90,72,47,44
4,6,58,8,75,44,53,90,92,21,65,18,68,68,65,90,69,50,40,81
10,34,90,8,81,45,69,31,18,59,89,56,67,21,52,93,92,96,81,84
20,77,31,53,17,38,49,92,63,27,67,69,36,21,19,4,46,28,28,54
83,85,13,49,90,72,99,50,53,17,40,63,83,28,47,68,21,56,79,93
76,43,10,57,58,97,47,53,38,95,99,55,76,1,70,46,69,17,53,52
59,33,5,2,56,96,50,2,74,18,64,91,78,88,76,31,71,94,3,8
11,52,44,87,44,66,91,93,50,41,16,28,91,61,15,61,33,45,7,55
2,86,93,25,11,88,20,54,99,2,33,13,29,74,62,79,98,36,74,68
76,31,57,24,69,6,13,23,88,87,71,58,45,36,43,75,59,16,10,66
55,81,81,97,58,4,52,87,99,80,88,54,92,37,57,10,31,72,19,50
53,5,82,46,61,65,31,32,98,63,37,35,61,81,71,75,10,91,12,32
98,84,37,48,86,92,62,15,80,40,98,42,50,99,10,16,17,30,59,54
37,15,30,62,27,76,2,59,99,91,52,43,5,30,37,79,81,46,74,24
50,87,0,41,42,70,31,67,63,86,32,61,78,1,1,55,37,91,36,98
6,81,70,7,91,99,9,72,2,14,94,58,90,41,49,38,43,24,42,97
3,79,85,0,31,53,70,50,56,65,99,88,15,81,28,11,89,44,6,74
82,25,35,79,93,57,47,86,22,23,44,26,59,50,78,96,94,68,58,17
15,95,78,4,58,59,61,27,67,89,2,38,5,58,67,47,80,85,79,68
51,46,8,94,27,82,48,37,17,73,85,12,30,63,76,36,73,18,60,68
92,64,68,11,77,90,83,91,20,35,68,52,95,43,34,0,37,46,57,80
20,63,2,24,20,22,98,18,39,80,82,34,57,54,22,7,88,71,15,70
65,77,93,74,60,94,83,17,46,82,29,18,99,33,1,16,98,70,94,2
34,49,1,17,87,33,66,4,77,4,47,15,43,87,41,11,85,23,13,36
43,65,70,55,62,66,17,64,45,6,85,33,4,96,23,61,45,21,35,52
1,57,75,57,91,71,83,73,26,40,48,54,36,79,75,41,40,28,27,4
1,46,71,50,15,6,59,4,63,20,76,94,86,21,95,67,66,94,11,92
87,61,66,22,6,74,39,19,94,53,88,59,63,46,37,52,65,40,63,16
11,8,92,86,76,82,79,44,22,18,13,92,30,16,51,61,11,42,26,15
32,18,80,29,76,59,98,49,12,95,95,69,4,18,59,75,69,97,19,90
89,7,44,81,75,30,71,37,2,51,0,32,67,78,43,52,61,72,25,18
99,94,79,49,34,0,50,81,18,84,60,70,51,77,69,78,32,51,17,72
39,17,72,79,37,33,24,96,37,38,53,7,70,28,37,94,66,58,15,37
69,7,14,96,13,77,96,36,8,51,85,97,67,71,20,18,9,68,46,92
80,41,58,16,91,66,5,95,26,36,64,53,99,6,6,76,86,96,64,93
81,25,1,66,40,68,66,5,33,82,18,38,23,92,6,46,68,46,58,99
35,45,44,48,1,68,12,82,72,31,61,60,93,50,63,82,26,72,9,81
57,64,46,27,70,90,6,91,99,91,45,92,13,80,32,41,97,70,64,30
16,60,30,47,19,94,16,35,53,39,91,26,5,53,34,94,91,62,39,8
76,92,23,54,72,21,6,23,66,63,57,11,85,27,34,8,34,91,10,19
1,35,32,19,3,36,63,33,60,26,27,68,92,13,15,55,63,60,62,6
54,39,61,30,66,27,94,44,34,48,78,34,57,10,74,24,83,43,83,81
33,34,98,53,12,76,80,50,98,3,79,98,40,81,97,90,33,38,85,50
18,4,18,8,27,16,34,54,41,30,4,49,14,99,72,45,48,16,51,11
77,57,39,26,10,82,86,93,82,80,51,91,76,62,40,57,75,6,55,58
61,57,61,60,15,16,14,49,42,0,58,90,76,26,79,74,47,91,22,22
72,7,53,4,65,48,97,57,31,86,16,40,34,47,23,93,83,77,5,58
28,45,53,45,78,23,10,72,44,92,19,90,84,6,15,9,86,72,82,83
78,73,80,54,70,1,22,27,47,75,55,72,16,33,54,73,40,80,80,69
21,93,73,7,36,64,65,69,35,24,30,98,46,90,84,19,91,95,20,44
10,76,86,79,96,71,82,90,4,6,76,41,18,31,52,19,88,83,88,74
11,31,68,70,25,34,14,41,90,71,44,30,78,0,41,92,59,99,78,94
88,77,32,61,99,90,39,87,6,49,55,15,44,20,1,20,47,42,50,84
84,8,90,91,28,18,10,50,77,31,40,38,16,40,88,71,66,74,74,79
44,29,46,49,85,58,68,30,6,65,40,82,79,12,59,90,0,42,61,48
33,75,89,91,77,35,53,64,63,92,73,42,25,76,51,52,32,72,41,17
53,60,32,26,87,89,97,11,46,12,55,54,49,53,9,33,87,57,45,18
56,84,29,66,84,75,73,22,47,89,35,66,43,80,78,27,63,48,2,87
90,13,73,65,52,7,55,30,87,34,65,48,37,89,61,59,71,48,23,1
93,84,95,5,90,78,30,76,23,90,56,31,13,41,12,60,89,64,76,25
47,95,42,20,65,38,41,51,61,88,79,74,74,53,22,42,31,74,33,19
98,3,41,41,0,33,3,8,74,78,88,34,44,14,81,43,54,83,27,70
59,77,9,89,34,50,75,92,90,0,78,7,92,14,58,13,16,33,32,0
87,46,16,97,42,16,80,73,99,14,85,59,31,32,71,66,35,35,91,27
60,59,16,36,63,45,27,9,56,30,23,43,85,62,27,91,72,70,12,13
66,27,77,22,72,93,23,81,28,55,82,83,1,49,89,79,22,97,93,47
86,63,33,79,22,21,8,9,41,78,82,21,80,81,85,49,76,36,71,27
52,46,54,27,49,8,40,75,9,54,2,73,42,60,26,9,37,32,75,76
46,41,89,28,38,24,47,0,6,4,18,65,55,81,88,48,52,47,17,50
74,82,16,29,82,21,39,79,70,49,6,71,42,37,64,96,1,67,14,12
9,62,55,23,40,43,1,13,60,58,0,5,64,55,77,70,49,28,3,80
83,69,35,40,42,97,92,75,38,19,81,7,6,49,53,18,44,16,69,33
19,66,59,44,52,6,34,62,76,82,52,79,32,18,54,32,88,4,93,2
1,64,54,33,54,75,46,90,48,18,18,21,11,77,63,67,77,33,93,88
29,75,82,68,6,11,72,77,11,10,49,14,3,90,75,41,14,8,71,13
19,77,36,48,74,60,83,10,68,37,25,11,1,61,55,64,97,62,56,14
86,64,77,73,20,72,53,88,57,76,69,59,21,10,58,1,27,33,29,30
30,22,93,36,13,42,62,69,93,32,96,71,6,7,91,92,38,56,36,16
79,25,78,44,98,67,52,89,31,3,48,92,3,31,10,43,85,32,69,84
73,74,18,15,84,13,81,85,68,55,94,54,97,63,32,44,45,38,10,52
18,18,45,94,4,65,88,82,56,19,48,89,25,83,97,49,82,6,52,61
19,42,82,29,49,53,23,32,5,25,4,25,45,58,69,94,80,57,6,74
58,98,44,89,47,53,68,33,99,37,27,36,34,3,43,34,57,96,60,83
50,23,8,84,68,80,61,80,1,18,64,12,75,43,86,48,3,31,39,48
67,65,42,48,79,30,54,86,86,53,80,14,24,69,57,83,83,22,48,33
25,79,19,43,51,52,81,57,19,8,66,5,70,85,63,44,60,36,9,84
47,91,66,94,25,61,51,96,47,12,92,15,95,27,6,35,10,90,45,93
98,65,97,27,63,55,12,44,64,62,98,22,37,28,49,57,19,33,89,22
67,56,56,77,9,48,43,23,48,26,75,76,39,59,65,54,95,85,20,39
27,92,83,31,50,50,93,32,39,36,69,0,97,95,67,65,28,69,7,52
69,13,98,88,43,60,69,12,73,36,13,89,93,52,9,55,46,95,6,20
76,83,65,75,85,76,3,48,40,20,5,41,58,36,11,8,58,11,51,63
94,86,78,14,95,14,3,66,72,46,53,42,30,61,71,35,77,75,39,28
30,37,9,58,4,70,59,63,42,45,66,64,85,71,78,65,76,5,67,85
84,60,85,42,18,95,46,87,36,87,99,75,45,93,15,45,27,41,55,55
88,88,58,43,27,78,34,95,4,24,73,30,63,33,49,53,85,38,80,55
19,46,46,74,54,22,10,66,72,47,47,15,12,50,6,3,12,59,30,93
26,77,41,89,4,81,83,11,24,72,80,67,30,59,32,72,3,22,29,72
11,19,53,35,88,97,37,69,55,97,7,26,20,31,13,28,15,33,23,66
39,45,90,68,95,45,73,4,90,89,60,48,10,83,59,31,7,90,17,10
38,54,35,71,40,99,39,38,60,6,7,27,14,88,9,91,40,81,98,96
49,56,8,90,38,94,36,94,12,53,29,27,82,53,82,60,75,32,36,60
18,59,82,12,36,77,39,95,69,83,54,60,83,70,13,78,77,16,25,78
20,48,20,44,32,44,55,0,38,78,43,97,67,57,5,98,73,18,51,96
4,3,19,56,15,99,49,79,34,41,30,70,10,19,17,88,12,18,30,93
31,41,1,36,92,23,82,99,88,87,56,86,63,33,81,67,18,33,20,66
7,71,4,79,13,83,15,77,86,0,62,5,34,47,27,71,73,26,30,70
44,33,8,23,16,31,71,51,97,66,57,79,8,17,7,25,79,71,43,62
45,72,18,81,81,55,76,26,92,24,53,3,85,92,19,26,77,94,77,38
85,5,8,21,81,31,39,2,0,67,64,6,88,13,58,36,53,2,53,30
74,27,83,95,66,25,23,8,41,54,68,93,48,63,31,99,53,90,71,17
82,24,8,3,6,73,18,34,58,51,45,4,10,0,57,26,23,50,94,9
40,62,4,34,2,79,0,95,22,64,98,44,91,3,82,66,42,6,94,72
1,42,22,3,17,89,27,12,82,59,57,21,83,50,96,10,20,43,97,63
96,18,41,81,90,87,94,0,6,94,61,76,45,25,90,34,26,22,93,74
26,57,67,75,29,36,70,80,65,79,48,36,89,13,4,73,36,17,40,77
3,91,41,81,26,81,30,18,6,92,93,54,56,39,48,18,89,22,84,61
98,46,43,35,40,97,35,99,31,37,66,16,21,52,89,69,88,66,85,91
49,9,81,49,92,79,41,65,12,18,40,20,86,65,87,73,90,27,73,89
41,52,62,31,82,29,38,6,84,99,34,19,67,48,76,13,63,68,8,80
98,98,8,52,88,92,1,59,35,2,4,84,78,25,97,19,93,4,30,35
24,59,70,10,71,61,12,3,56,14,32,39,72,49,46,0,76,60,82,21
97,12,19,53,98,16,63,43,12,22,80,39,24,98,39,53,90,43,90,4
59,23,22,56,24,87,36,82,57,23,30,28,83,26,93,12,55,78,3,96
60,42,8,81,94,24,26,30,87,93,2,16,1,78,13,57,52,80,73,22
32,42,16,97,65,4,14,36,42,21,66,47,65,5,13,76,56,63,46,73
65,11,78,56,29,24,53,12,47,33,23,28,26,86,0,78,47,97,78,92
85,26,6,94,34,92,37,82,76,40,3,10,51,29,48,12,23,17,63,71
84,77,94,95,55,93,82,22,4,84,78,8,34,70,4,99,42,40,25,8
51,99,88,7,97,91,65,72,18,22,90,59,81,47,69,56,27,68,64,1
81,90,31,20,51,16,55,23,76,60,81,66,56,6,60,20,63,20,45,91
8,21,50,25,47,75,76,21,24,98,98,59,51,3,78,38,11,85,93,4
33,67,77,66,52,98,16,94,89,10,29,98,29,5,48,99,78,56,58,79
78,27,22,83,18,87,92,45,94,80,30,4,19,60,90,9,8,88,78,17
23,85,83,92,35,29,20,24,55,34,54,94,18,75,15,91,66,24,43,36
47,33,68,52,86,23,42,71,59,26,79,89,39,90,22,89,8,91,52,67
15,93,61,17,76,88,73,93,83,27,54,64,17,76,45,5,99,49,32,25
89,49,44,21,60,81,46,74,51,11,52,1,77,84,35,20,32,85,39,61
95,70,38,59,48,48,33,19,63,82,35,2,91,56,7,36,48,24,10,73
44,86,56,7,98,47,78,27,97,1,10,9,95,92,56,23,40,17,8,58
14,4,32,90,67,82,56,16,36,69,53,55,62,47,81,69,53,6,44,81
92,38,20,12,71,10,4,71,14,79,37,55,98,14,38,34,12,71,15,53
73,96,61,52,79,33,77,96,2,50,74,63,77,37,14,41,33,16,31,45
58,64,64,33,7,11,39,99,55,83,43,16,90,21,96,79,49,8,91,45
10,15,46,26,63,0,89,89,6,59,76,63,2,94,3,1,98,69,77,69
88,18,57,62,57,58,2,10,13,12,92,27,64,33,3,26,64,78,12,3
94,99,70,70,42,2,18,41,68,73,85,12,70,42,79,46,54,92,46,11
17,10,81,14,85,35,60,31,2,22,62,51,71,45,87,96,98,11,76,34
46,27,45,53,34,53,91,52,30,36,69,27,30,29,7,72,17,23,32,49
19,95,61,59,99,62,60,97,46,13,65,55,31,83,26,82,85,29,1,85
43,57,43,50,82,68,69,95,18,6,22,70,86,56,70,31,5,84,64,86
94,98,14,77,32,86,2,11,89,44,96,49,82,55,70,64,61,92,42,95
71,1,3,74,81,62,7,75,10,56,83,15,30,36,71,31,41,50,97,43
10,42,30,64,88,2,69,97,92,51,52,21,95,59,63,82,40,57,36,13
65,26,65,92,55,18,9,29,97,41,36,74,20,3,91,36,85,96,41,38
48,21,65,51,44,59,22,21,86,90,60,81,17,13,56,87,4,37,14,99
79,26,37,92,95,74,61,91,96,68,64,88,20,1,64,76,91,72,55,59
99,60,34,23,13,56,60,17,82,16,80,23,33,96,47,23,28,33,83,78
83,88,57,5,14,96,68,8,16,89,61,40,59,62,47,89,94,70,15,67
15,39,96,39,71,94,63,28,94,57,54,99,43,25,85,24,45,99,17,47
61,52,89,72,8,96,31,88,91,22,91,75,26,61,11,71,72,82,42,51
20,4,80,63,86,32,48,11,22,56,35,27,43,60,63,34,50,6,92,30
17,85,60,20,31,70,73,99,12,20,59,1,97,77,69,67,12,95,24,36
84,30,17,25,5,47,15,50,98,22,4,90,86,48,48,14,18,84,48,64
83,47,36,69,59,4,51,15,39,14,70,53,50,45,90,3,51,78,5,14
66,43,87,52,0,61,17,74,30,58,85,71,16,35,36,89,35,85,72,1
36,68,3,94,17,16,56,77,17,30,40,98,0,47,75,8,11,23,68,15
0,36,32,24,56,8,38,46,20,29,69,45,61,63,2,30,78,59,60,15
95,8,44,95,62,83,36,0,57,30,44,51,39,42,29,55,92,62,23,2
20,80,24,13,5,51,76,68,43,51,22,9,92,44,54,97,83,35,33,76
71,80,49,16,93,62,55,41,28,2,34,87,36,53,99,87,87,78,57,63
21,0,50,0,57,95,62,46,71,76,20,22,66,11,91,92,89,18,33,99
78,66,22,53,70,52,99,51,62,79,16,1,5,30,18,29,97,54,67,69
3,83,43,69,89,46,54,4,45,3,12,10,12,70,63,98,76,24,2,87
40,96,5,70,22,93,64,83,79,46,29,47,86,27,90,88,15,54,18,12
57,10,20,48,22,50,46,3,12,50,45,84,38,21,0,3,32,75,52,5
95,3,79,33,77,29,29,78,32,50,46,54,30,43,39,25,70,31,9,22
6,1,27,39,57,3,53,95,46,3,34,6,73,52,51,1,44,26,61,73
53,40,85,10,67,5,98,68,49,19,61,87,78,37,55,35,96,61,93,6
7,95,27,53,27,27,93,74,95,95,86,46,79,69,36,83,2,43,8,25
26,30,84,91,36,77,1,23,96,63,36,37,66,73,68,56,52,49,75,60
10,2,12,47,93,48,33,90,7,3,46,74,78,3,20,72,98,71,50,52
19,29,97,17,5,7,28,87,11,45,97,44,68,82,45,7,21,31,73,3
38,36,92,79,5,32,48,14,93,64,49,82,47,67,65,57,75,1,61,48
19,54,83,78,43,72,6,6,17,7,29,26,31,29,62,86,27,77,95,66
47,71,12,99,40,6,77,22,38,61,6,74,24,46,24,59,26,59,3,9
59,9,95,45,35,78,32,58,20,28,82,63,19,99,42,12,60,63,4,1
36,17,46,72,48,18,77,4,68,63,92,48,37,26,40,12,98,50,3,70
34,70,11,54,49,82,70,66,57,2,16,51,14,35,73,12,13,49,74,98
36,26,23,94,61,79,16,14,7,12,62,17,40,78,32,15,87,6,50,29
64,6,68,13,27,2,60,5,41,95,92,86,28,11,87,35,13,50,91,88
20,33,63,26,38,50,58,21,6,65,73,38,35,3,11,76,46,79,29,78
66,87,16,47,31,32,96,33,47,72,59,7,90,45,52,90,13,73,3,8
3,83,16,18,29,88,96,72,37,78,45,99,66,7,19,45,65,66,77,19
47,93,71,81,89,72,97,75,11,24,6,38,96,26,77,78,57,94,8,40
62,94,94,72,94,89,10,98,71,4,46,97,52,56,34,8,87,99,27,31
83,16,28,81,41,31,3,86,46,24,92,38,50,35,49,44,76,4,8,88
53,32,77,22,52,3,61,7,76,7,56,66,99,65,47,37,57,24,13,97
55,90,31,97,37,96,36,12,60,11,82,67,59,90,0,58,65,93,39,85
84,50,19,65,58,82,77,86,30,46,17,64,77,55,11,93,89,33,57,93
38,30,75,64,26,70,12,13,62,28,83,15,47,58,91,55,71,81,18,32
68,95,11,87,32,76,24,92,24,16,40,1,40,83,89,85,12,47,51,10
14,94,17,2,98,69,81,11,64,41,30,54,40,43,61,37,55,30,76,26
86,42,0,22,8,67,20,74,70,99,82,81,17,1,31,54,37,58,8,16
54,86,40,54,68,39,37,17,9,61,55,54,93,46,11,10,41,20,46,41
72,74,57,7,54,35,49,66,3,61,38,97,13,38,49,36,28,84,20,63
89,87,73,43,7,56,95,30,46,29,12,4,23,83,37,49,25,65,47,20
95,23,58,68,41,63,80,94,27,82,84,6,95,29,78,77,66,28,7,98
13,12,46,39,5,53,52,38,35,43,46,75,52,9,19,37,68,50,49,85
61,82,1,3,90,63,40,97,8,0,89,34,51,40,98,95,41,72,61,9
22,19,42,78,73,77,32,50,34,34,18,18,46,91,72,33,45,3,86,46
55,89,82,13,16,14,6,34,19,74,68,77,81,10,66,61,67,60,11,54
63,91,52,40,8,82,66,77,2,58,97,87,59,76,15,43,1,67,88,99
30,50,3,87,83,3,19,24,1,28,79,93,25,65,23,5,61,35,34,22
18,14,13,34,48,32,83,92,12,77,22,4,2,47,47,68,44,25,29,22
87,16,62,36,75,30,28,20,11,18,29,56,1,39,80,18,16,60,53,39
83,85,2,87,67,53,62,52,79,40,85,40,31,92,64,72,94,40,82,75
40,83,76,69,75,39,28,80,37,8,78,72,64,55,20,90,53,79,89,52
86,12,2,27,54,86,89,77,62,94,23,75,30,35,97,33,48,84,31,77
44,72,70,86,10,85,32,49,31,29,30,78,30,98,60,37,55,63,89,71
91,90,47,36,60,86,98,69,68,61,98,75,11,32,46,30,9,35,28,69
75,60,23,50,76,39,97,77,73,13,19,80,49,16,85,25,8,15,94,85
56,18,2,34,44,3,83,63,85,59,45,51,74,37,47,71,12,95,73,86
70,15,33,45,46,72,27,54,23,79,48,99,12,54,76,13,65,33,37,94
77,35,34,36,89,24,44,53,2,43,24,91,98,44,17,4,76,14,63,88
54,36,12,73,23,8,15,69,6,91,53,46,81,42,72,99,84,41,27,19
2,32,20,29,3,27,54,56,49,80,76,90,3,53,85,57,25,8,6,5
82,21,99,74,30,42,45,8,80,12,89,11,27,5,54,31,65,77,36,99
39,62,77,92,54,97,48,53,71,81,38,57,59,18,30,42,65,48,94,1
91,80,66,43,31,42,77,49,9,95,44,28,24,91,98,77,43,17,49,52
9,55,2,29,99,40,94,95,5,12,58,1,72,96,31,81,81,99,83,86
46,67,62,65,54,91,20,6,98,81,67,59,50,5,12,40,61,53,21,53
56,60,16,0,98,82,2,95,74,5,87,31,37,32,52,5,9,68,8,73
64,78,79,87,41,33,79,94,8,80,70,45,51,2,53,16,71,30,33,44
37,2,28,82,18,86,60,24,42,66,53,25,43,33,38,36,18,13,14,33
4,84,40,39,96,18,30,98,4,81,90,69,46,70,97,87,27,75,94,6
38,58,72,69,10,36,11,99,41,15,32,86,82,11,24,43,46,35,75,5
39,86,73,66,1,9,57,6,58,81,82,36,25,84,84,72,39,69,85,71
63,3,54,99,90,61,73,13,62,56,6,95,25,26,37,80,64,59,88,3
91,58,19,88,80,29,42,23,4,35,72,61,86,76,46,13,58,34,13,92
84,15,83,28,3,89,3,85,99,68,98,25,53,21,55,54,18,92,35,38
3,0,42,69,48,88,12,24,69,25,34,73,96,94,60,24,70,10,78,87
6,80,97,14,75,14,85,26,88,99,82,22,11,31,83,19,31,79,55,31
1,72,72,49,79,88,68,91,19,91,74,39,8,65,43,71,88,62,54,63
65,61,25,67,61,34,36,62,91,51,6,1,3,41,52,40,51,35,34,61
